Title,id,Samling,Nr,Titel,Dato,speaker_id,text,Date,doc_id,Name,Year,Parti,Period,.groups
Signe Munk,20201_M3_referat,20201,3,"Referat af møde 3 den 8. oktober, 2020 kl. 9.00",08-10-2020,192,": i klimakampen kan vi bare ikke nøjes med at tro, og derfor er vi i sf optaget af, når klimarådet siger, at vi kan nå 60 pct. af co2-reduktionen med tiltag og med teknologi, som vi kender i dag, at vi allerede i år får lavet aftaler for de reduktioner. så vil socialde‐ mokratiet følge den anbefaling fra klimarådet og få lavet aftaler for co2-reduktioner for 60 pct. allerede i år? torsdag den 8. oktober 2020 ",2020-10-08T09:26:00Z,1034,Signe Munk,2020,Socialistisk Folkeparti,2019-,1
Martin Geertsen,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,1931,": tak, formand. rygning er et kæmpe folkesundhedsmæssigt problem. det er vel den største dræber i danmark lige bortset fra alderdom. rygning forårsager lige småt 14.000 ekstra dødsfald, om man vil, om året blandt eksrygere og rygere. og dø skal vi selvfølgelig alle sammen på et tidspunkt, men når det relaterer sig til rygning, er der tale om en alt for tidlig død. rygning øger risikoen for mere end 15 forskellige kræftformer, og over de kommende år risikerer antallet af borgere med lungesygdommen kol at stige markant, hvis vi ikke gør noget aktivt. bl.a. på den baggrund står venstre bag den ambitiøse målsætning om at få danmarks første røgfri generation, og det skal være ja, faktisk er vi gået til valg på den ambition. vi har også, da vi senest sad i regering, haft fokus på at undgå, at børn og unge overtager deres forældres dårlige vaner, og derfor er rygning især blandt børn og unge et af de områder, hvor forebyggelsesindsatsen efter vores opfattelse skal styrkes. det foreliggende lovforslag udmønter jo den aftale om en natio‐ nal handleplan mod børn og unges rygning, som et stort flertal af folketingets partier har tilsluttet sig. handleplanen og lovforslaget er også et væsentligt skridt på vejen mod den nationale vision, vi deler, om en røgfri generation om blot 10 år. så det her lovforslag skal ses som en fremstrakt hånd til de unge, til deres forældre og til uddan‐ nelsesinstitutionerne. for på den ene side er det jo ganske rigtigt den enkeltes ansvar, om man vil ryge, herunder om man vil starte på at ryge, og også om man vil slutte med at ryge, men efter min og vores opfattelse skal det på den anden side være sådan, at når vi har at gøre med en så alvorlig og afhængighedsskabende dræber, som rygning og tobakken jo er, skal vi også skabe nogle incitamenter, der gør, at det enkelte barn og den enkelte unge ikke ligefrem motiveres ind i et liv som ryger. så både handleplanen og den konkrete udmøntning via det her lovforslag indeholder en række elementer til at modvirke, at børn og unge bevæger sig ind i rygningens univers elementer, som hver især og enkeltstående supplerer hinanden meget godt. med lovforslaget foreslås det, at tobaksvarerne ikke længere må være synlige for forbrugerne på salgssteder, herunder på internet‐ tet, indtil en kunde efterspørger dem. vi får gjort cigaretpakkerne neutrale i deres udformning. vi skærper forbuddet mod reklamer i alle former, både direkte og indirekte reklamer. vi foreslår også en røgfri skoletid for elever på grundskoler, kostskoler, efterskoler og ungdomsuddannelser, som har optag af børn og unge under 18 år, og en række andre elementer. i venstre er vi med på, at selve handleplanen og loven, der kom‐ mer ud af den handleplan, som vi har vedtaget, har givet og fortsat vil give anledning til diskussion. dels er der jo den helt principiel‐ le diskussion om hensynet til den enkeltes udfoldelsesmuligheder, herunder ud i rygningens univers, dels er der forholdet mellem de forskellige produkter altså: er noget farligere end noget andet, og er det ikke en meget god idé, at man f.eks. kan hoppe fra cigaretter til nogle af de andre produkter i tobaks- og nikotinuniverset? og vi anerkender fuldt ud, at de diskussioner er der, og at de fortsat vil være der, men jeg vil også bare sige, at vi har truffet et valg i vores parti: vi vil bestræbe os til det yderste på at begrænse børn og unges vej ind i en rygertilværelse og i et liv afhængigt af nikotin, og i den bestræbelse læner vi os også op ad sagkundskabens rådgivning i forhold til valg af virkemidler de virkemidler, som vi ser afspejlet tirsdag den 20. oktober 2020 67 i dagens lovforslag. det valg, vi har truffet i venstre, får mig så også til at konkludere, at vi i sagens natur støtter det her lovforslag. så bare her til slut: loven er jo lidt forsinket, og jeg tror, at vi godt kan blive enige med hinanden om, at det ikke alt sammen skyldes covid-19, altså, der var også noget med en notificeringspro‐ ces i eu-systemet og sådan noget, som trak lidt ud, og nogle, der havde glemt osv. under alle omstændigheder er tingene forsinkede. derfor er min besked også til regeringen og til den fungerende sund‐ hedsminister, at selv om vi ønsker lovforslaget vedtaget og loven implementeret så hurtigt, som det overhovedet er muligt, ønsker vi sådan set også, at det skal ske på en ordentlig vis, og det vil også afspejle sig i vores indsats under udvalgsarbejdet, hvor vi har en række spørgsmål om ting, vi gerne vil have boret ud. der er en række uklarheder i forhold til overgangsordninger for virksomheder og andre hjørner af lovforslaget, som vi synes skal følges helt til dørs, hr. formand. at man satte nogle andre afgifter ned, for ellers bliver det jo dyrere at være dansker. når jeg spørger ind til sukker, er det jo, fordi fedme også er en store dræber, og så kunne det jo godt være, at der var samme logik fra venstres side, i forhold til at så må vi godt sætte sukkerafgiften eller fedtafgiften eller nogle andre afgifter op, fordi det vil hjælpe folkesundheden. det er derfor, jeg spørger ind til det. og man er jo sundhedsordfører, så jeg går ud fra, at det er på et ressortområde, hvor man godt kan svare på de her ting. derfor undrer jeg mig lidt over, hvad det er, vi kigger ind i. for når jeg siger, at det var her, man hævede det, er det jo ikke det eneste sted. i den sidste samling gik man også med til at hæve en bankafgift på hybridkapital, og der var nogle øgede registreringsafgifter på brugte biler, så der er en lang række områder, hvor venstre har hævet afgifterne. det er derfor, jeg spørger ind til sundhedsordførerens område: hvad med sukkerafgiften?",2020-10-20T20:19:00Z,1036,Martin Geertsen,2020,Venstre,2019-,1
Lars Boje Mathiesen,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,1932,": det må ikke blive dyrere at være dansker. jeg ved ikke, om der er en klokke, der ringer, hos ordføreren, men ellers kan jeg her afsløre, at det er venstres slogan. må jeg ikke anbefale, at man måske laver en bindestreg og så lige sætter noget bag ved, f.eks. medmindre det er noget, venstre gerne vil.« for det er tilsyneladende den nye tilgang, man har, altså at det godt må være dyrere, at man godt må lægge flere afgifter på folk, og at planøkonomiske og adfærdsregulerende afgifter godt må stige, så længe det er noget, venstre gerne vil. det gør man her i forhold til cigaretterne, fordi man mener, at formålet er så stort, at det godt kan forsvares fordi rygning dræber mange. så kunne jeg godt tænke mig at spørge ind til sukkerafgiften. må den stige for venstre?",2020-10-20T20:25:00Z,1037,Lars Boje Mathiesen,2020,x - Nye Borgerlige,2019-,1
Martin Geertsen,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,1934,": altså, hr. lars boje mathiesen ved udmærket, at det sådan set ikke har noget med det her lovforslag at gøre, men jeg vil godt svare, for hr. lars boje mathiesen får det til at se ud, som om vi er kommet til at snyde vælgerne, altså at det med afgiftsstigninger i forhold til cigaretter er noget, vi lige har fundet på. der må jeg bare sige, at det gik vi til valg på. altså, vi har ikke foreholdt nogen noget som helst. vi gik til valg på, at vi ønskede, at cigaretterne skulle stige i pris, og vi gik til valg på, at man skulle have en handleplan mod børn og unges rygning, som bl.a. indeholdt nogle af de elementer, som vi ser afspejlet i det lovforslag, vi behandler her. så der er overhovedet ikke noget som helst nyt under solen, hr. lars boje mathiesen.",2020-10-20T20:25:00Z,1039,Martin Geertsen,2020,Venstre,2019-,1
Henrik Dam Kristensen,20201_M3_referat,20201,3,"Referat af møde 3 den 8. oktober, 2020 kl. 9.00",08-10-2020,1093,: hr. kristian hegaard.,2020-10-08T20:20:00Z,104,Henrik Dam Kristensen,2020,Socialdemokratiet,2019-,2
Jens Rohde,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,1935,: hr. lars boje mathiesen.,2020-10-20T20:26:00Z,1040,Jens Rohde,2020,Radikale Venstre,2019-,2
Liselott Blixt,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,1936,": venstre gik til valg på at lade prisen stige på cigaretter. hvorfor pokker skal alle de andre ting så ind e-cigaretter, som mange mennesker bruger til at stoppe med at ryge cigaretter, og snus og tyggetobak, som man også bruger for at undgå at ryge som noget af det farligste, som ordføreren stod og talte om? altså, jeg undrer mig da over, at venstre, danmarks liberale parti, går så langt, som man gør venstre, som altid har holdt hånden under erhvervslivet med hensyn til ekstra gebyrer og omkostninger. nu er der over 7.000 små butikker, der har haft skilte oppe i halvandet år, som det faktisk er sundhedsstyrelsen, der har lavet til dem, og som er blevet købt og betalt. de skal rives ned nu, og nogle andre plakater, billeder osv. skal sættes op. altså, hvor er venstres politik om at hjælpe erhvervslivet og sørge for, at de små ikke lukker, fordi man nu tager nogle salgsting fra dem? hvordan hænger det sammen?",2020-10-20T20:26:00Z,1041,Liselott Blixt,2020,Dansk Folkeparti,2019-,2
Lars Boje Mathiesen,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,1937,": nej, men nu er det ikke mig, der har sloganet, det er venstre, der har det slogan. derfor skulle man jo så måske have sat som betingelse,",2020-10-20T20:26:00Z,1042,Lars Boje Mathiesen,2020,x - Nye Borgerlige,2019-,2
Martin Geertsen,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,1938,": jeg er enig med fru liselott blixt så langt, at der er nogle ting omkring virksomhedernes situation i overgangsordningen her, som vi bliver nødt til at have boret ud i forbindelse med udvalgsbehand‐ lingen. det håber jeg at fru liselott blixt vil hjælpe mig med, for 68 tirsdag den 20. oktober 2020 det synes jeg sådan set er på sin plads. og så anerkender jeg, og anerkendte jeg jo sådan set i min ordførertale, dilemmaet i det her. for det er jo rigtigt, at der er nogle mennesker, som spørger: hvorfor gør i det her, for vi stiger jo som tidligere rygere af på nogle af de andre produkter? men jeg synes omvendt også, at når sagkundska‐ ben anbefaler, at man ikke skal have mulighed for i en e-cigaretbutik at kunne sælge e-cigaretvæske med bubblegum- eller lagkagesmag, og hvad der ellers har været fremme, så er det en rimelig anbefaling, fordi de ting i virkeligheden kan være med til at lede nogen ind i en rygekarriere, hvilket der vel i virkeligheden ikke er nogen af os der ønsker.",2020-10-20T20:26:00Z,1043,Martin Geertsen,2020,Venstre,2019-,2
Jens Rohde,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,1939,: hr. lars boje mathiesen. : nu kommer der snart en tidsafgift. ordføreren.,2020-10-20T20:27:00Z,1044,Jens Rohde,2020,Radikale Venstre,2019-,2
Henrik Dam Kristensen,20201_M3_referat,20201,3,"Referat af møde 3 den 8. oktober, 2020 kl. 9.00",08-10-2020,193,": ordføreren. 7 pension, men der kommer stadig væk 70.000 ud på arbejdsmarkedet i den samme periode.",2020-10-08T09:26:00Z,1045,Henrik Dam Kristensen,2020,Socialdemokratiet,2019-,2
Martin Geertsen,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,1940,": i virkeligheden er jeg jo meget taknemlig over, at hr. lars boje mathiesen kerer sig så meget om, hvad det er, venstre går rundt og mener. men prøv at høre her, hr. lars boje mathiesen: der er sådan set ikke noget nyt under solen, for så vidt angår spørgsmålet om afgifter på cigaretter. vi sagde før folketingsvalget, at vi ønskede en afgiftsstigning på cigaretter, fordi det skulle være dyrere at ryge i en forebyggelsesmæssig kontekst foreslog vi det. og det er sådan set også det, der afspejles i den måde, vi agerer på i folketingssalen efter et folketingsvalg. så der er intet nyt.",2020-10-20T20:27:00Z,1046,Martin Geertsen,2020,Venstre,2019-,2
Jens Rohde,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,1941,: fru liselott blixt. : ordføreren. : fru liselott blixt.,2020-10-20T20:28:00Z,1047,Jens Rohde,2020,Radikale Venstre,2019-,2
Liselott Blixt,20201_M4_referat,20201,4,"Referat af møde 4 den 20. oktober, 2020 kl. 13.00",20-10-2020,1942,": nu vil venstre se, at man i stedet for eksperimenterer med smags‐ stoffer, der kan være langt farligere. der er noget i selve teksten, som jeg gerne vil høre ordføreren om. det fremgår klokkeklart af aftalen, at alle tobaksvarer, e-ciga‐ retter og nikotinprodukter skal være skjult på alle salgssteder, herun‐ der på internettet, indtil en kunde konkret efterspørger dem. holder venstre stadig fast i den aftale, som lyder af den tekst?",2020-10-20T20:30:00Z,1048,Liselott Blixt,2020,Dansk Folkeparti,2019-,2
Kristian Hegaard,20201_M3_referat,20201,3,"Referat af møde 3 den 8. oktober, 2020 kl. 9.00",08-10-2020,1094,": tak til ordføreren for talen. jeg vil stille et lignende spørgsmål som det, jeg stillede til ordføreren før. danmark er på vej mod en samtyk‐ kelov, som er sendt i høring, og som jo vil gøre en stor forskel for kommende voldtægtsofre, og forhåbentlig bliver der også færre af dem. når man ændrer straffeloven, gælder det jo ikke i grønland på grund af de kompetenceforskelle, der er der. derfor kunne jeg tænke mig at høre ordføreren, hvordan ordføreren ser på en mulig lignende lovgivning om samtykke i grønland, og om ordføreren har andre idéer til, hvordan vi kan fremme indsatsen mod seksuelle overgreb.",2020-10-08T20:20:00Z,105,Kristian Hegaard,2020,Radikale Venstre,2019-,2
